Tipo de Caso,Cadena 1,Cadena 2,Distancia Levenshtein
Transposiciones,fpfubmeps,fpufbmeps,2
Transposiciones,yubyqbhh,yuybqbhh,2
Transposiciones,funfby,fufnby,2
Transposiciones,juamhawtfk,jumahawtfk,2
Transposiciones,ocxlxbv,oclxxbv,2
Transposiciones,cilqbgl,ciqlbgl,2
Transposiciones,esmpaotue,espmaotue,2
Transposiciones,hgprjdqq,hgrpjdqq,2
Transposiciones,dsvbg,dsbvg,2
Transposiciones,xysnuzaneh,xynsuzaneh,2
Transposiciones,jjehaaavwr,jjheaaavwr,2
Transposiciones,hskxsdsqrp,hsxksdsqrp,2
Transposiciones,fhukacd,fhkuacd,2
Transposiciones,nyrgbh,nygrbh,2
Transposiciones,ggwixpwkhq,ggiwxpwkhq,2
Transposiciones,whyqmgpt,whqymgpt,2
Transposiciones,kubsgk,kusbgk,2
Transposiciones,vrjzmpixlr,vrzjmpixlr,2
Transposiciones,dcatp,dctap,2
Transposiciones,bmjxxjnmq,bmxjxjnmq,2
Transposiciones,chaabgaj,chaabgaj,0
Transposiciones,femryeeez,fermyeeez,2
Transposiciones,daqjy,dajqy,2
Transposiciones,pvyad,pvayd,2
Transposiciones,flzomj,flozmj,2
Transposiciones,jejmfxjzf,jemjfxjzf,2
Transposiciones,bktzkdtf,bkztkdtf,2
Transposiciones,mlkyzfalkv,mlykzfalkv,2
Transposiciones,rxlokvcqa,rxolkvcqa,2
Transposiciones,tfwnafm,tfnwafm,2
Transposiciones,ygoenm,ygeonm,2
Transposiciones,fuikfor,fukifor,2
Transposiciones,eftze,efzte,2
Transposiciones,twqqhgv,twqqhgv,0
Transposiciones,owqfsl,owfqsl,2
Transposiciones,jbynhkoiye,jbnyhkoiye,2
Transposiciones,lxlor,lxolr,2
Transposiciones,wgnpydn,wgpnydn,2
Transposiciones,ybxcokxlt,ybcxokxlt,2
Transposiciones,aicuseztu,aiucseztu,2
Transposiciones,frnwnlih,frwnnlih,2
Transposiciones,xsfitiy,xsiftiy,2
Transposiciones,kfodoqkmn,kfdooqkmn,2
Transposiciones,xxxcnc,xxcxnc,2
Transposiciones,upucmbcdh,upcumbcdh,2
Transposiciones,nwxhia,nwhxia,2
Transposiciones,oswryahgew,osrwyahgew,2
Transposiciones,nbakdki,nbkadki,2
Transposiciones,guojyrkeu,gujoyrkeu,2
Transposiciones,htpvafnie,htvpafnie,2
Transposiciones,vcmep,vcemp,2
Transposiciones,hxukznvonw,hxkuznvonw,2
Transposiciones,amvdqpkwk,amdvqpkwk,2
Transposiciones,ljban,ljabn,2
Transposiciones,opeewoue,opeewoue,0
Transposiciones,ordxkn,orxdkn,2
Transposiciones,hqzkrpitp,hqkzrpitp,2
Transposiciones,oghlp,oglhp,2
Transposiciones,hcrieinb,hcireinb,2
Transposiciones,grrjnattfl,grjrnattfl,2
Transposiciones,zxnnetniy,zxnnetniy,0
Transposiciones,uzkyqfossb,uzykqfossb,2
Transposiciones,nqycve,nqcyve,2
Transposiciones,vebnwckn,venbwckn,2
Transposiciones,vclkjrmfyn,vckljrmfyn,2
Transposiciones,gyhmnznfz,gymhnznfz,2
Transposiciones,ksxxwvjm,ksxxwvjm,0
Transposiciones,ebwly,eblwy,2
Transposiciones,obubzxhqgw,obbuzxhqgw,2
Transposiciones,kziupge,kzuipge,2
Transposiciones,nboletb,nbloetb,2
Transposiciones,ovtkqty,ovktqty,2
Transposiciones,xmgnbec,xmngbec,2
Transposiciones,zgcwyjbtrv,zgwcyjbtrv,2
Transposiciones,wuziwyjfig,wuizwyjfig,2
Transposiciones,zpavnqy,zpvanqy,2
Transposiciones,mjnfw,mjfnw,2
Transposiciones,khubousi,khbuousi,2
Transposiciones,usnmgw,usmngw,2
Transposiciones,lsmrrzeo,lsrmrzeo,2
Transposiciones,pkkdqqhu,pkdkqqhu,2
Transposiciones,upngce,upgnce,2
Transposiciones,flslcath,fllscath,2
Transposiciones,ekjahf,ekajhf,2
Transposiciones,osfiex,osifex,2
Transposiciones,mbydhkkp,mbdyhkkp,2
Transposiciones,hjtva,hjvta,2
Transposiciones,upzkywo,upkzywo,2
Transposiciones,olpdjc,oldpjc,2
Transposiciones,dlrqqjcxyi,dlqrqjcxyi,2
Transposiciones,rbfjndtnr,rbjfndtnr,2
Transposiciones,zscazfvora,zsaczfvora,2
Transposiciones,bkyap,bkayp,2
Transposiciones,cbsyqqjn,cbysqqjn,2
Transposiciones,bxzce,bxcze,2
Transposiciones,pafokblyrt,paofkblyrt,2
Transposiciones,ymivkyas,ymvikyas,2
Transposiciones,tlgkcbes,tlkgcbes,2
Transposiciones,hdzftbkz,hdfztbkz,2
Transposiciones,pxefkxvzj,pxfekxvzj,2
Transposiciones,ercthrt,ertchrt,2
Transposiciones,fzfkc,fzkfc,2
Transposiciones,fsjhus,fshjus,2
Transposiciones,rxiecdijbp,rxeicdijbp,2
Transposiciones,dbrzzxynb,dbzrzxynb,2
Transposiciones,uqdijyrryk,uqidjyrryk,2
Transposiciones,ibtxmv,ibxtmv,2
Transposiciones,sctfaiwyop,scftaiwyop,2
Transposiciones,ponmicwrrw,pomnicwrrw,2
Transposiciones,tegncsmm,tengcsmm,2
Transposiciones,lpegmqqyyw,lpgemqqyyw,2
Transposiciones,cvyczvllz,cvcyzvllz,2
Transposiciones,kvrgogjax,kvgrogjax,2
Transposiciones,udmyrvarir,udymrvarir,2
Transposiciones,drigdbr,drgidbr,2
Transposiciones,ujkpxak,ujpkxak,2
Transposiciones,dcakehk,dckaehk,2
Transposiciones,bxltausvle,bxtlausvle,2
Transposiciones,itwdcapa,itdwcapa,2
Transposiciones,ikdvunwhy,ikvdunwhy,2
Transposiciones,gdbca,gdcba,2
Transposiciones,ztdolegyni,ztodlegyni,2
Transposiciones,oexll,oelxl,2
Transposiciones,inociid,incoiid,2
Transposiciones,oejdfh,oedjfh,2
Transposiciones,kvggopxf,kvggopxf,0
Transposiciones,wllio,wlilo,2
Transposiciones,pcwyxcnzd,pcywxcnzd,2
Transposiciones,ttnmol,ttmnol,2
Transposiciones,xjatne,xjtane,2
Transposiciones,rodfzr,rofdzr,2
Transposiciones,adbovmi,adobvmi,2
Transposiciones,wtbyvu,wtybvu,2
Transposiciones,znphxqfg,znhpxqfg,2
Transposiciones,rzoropmmr,rzroopmmr,2
Transposiciones,nkekrqvfm,nkkerqvfm,2
Transposiciones,cfqjgkav,cfjqgkav,2
Transposiciones,qrewb,qrweb,2
Transposiciones,hhcclmiiza,hhcclmiiza,0
Transposiciones,gzmodugcd,gzomdugcd,2
Transposiciones,yhjfickv,yhfjickv,2
Transposiciones,vrvyxsrsm,vryvxsrsm,2
Transposiciones,ksgfztf,ksfgztf,2
Transposiciones,goxrhlwfyw,gorxhlwfyw,2
Transposiciones,blkyiet,blykiet,2
Transposiciones,visoeu,vioseu,2
Transposiciones,ymqcwln,ymcqwln,2
Transposiciones,wvugvi,wvguvi,2
Transposiciones,rhilin,rhliin,2
Transposiciones,nkqqrrqjf,nkqqrrqjf,0
Transposiciones,bkpqgolhln,bkqpgolhln,2
Transposiciones,qtsklwzwt,qtkslwzwt,2
Transposiciones,mjbuqkpy,mjubqkpy,2
Transposiciones,clkgvo,clgkvo,2
Transposiciones,iipzhozoil,iizphozoil,2
Transposiciones,uwamnp,uwmanp,2
Transposiciones,scykm,sckym,2
Transposiciones,cjugzo,cjguzo,2
Transposiciones,fizful,fifzul,2
Transposiciones,wrficemacg,wrifcemacg,2
Transposiciones,ncacrmlt,nccarmlt,2
Transposiciones,aeogyuyc,aegoyuyc,2
Transposiciones,umknn,umnkn,2
Transposiciones,nxvlukmjax,nxlvukmjax,2
Transposiciones,gfbbci,gfbbci,0
Transposiciones,dgjgb,dggjb,2
Transposiciones,cuvrzzhfns,curvzzhfns,2
Transposiciones,lbdenkw,lbednkw,2
Transposiciones,pzivqrdn,pzviqrdn,2
Transposiciones,lllhybpn,llhlybpn,2
Transposiciones,yojkhohaaj,yokjhohaaj,2
Transposiciones,oysuesyhm,oyusesyhm,2
Transposiciones,sfmoc,sfomc,2
Transposiciones,crbwk,crwbk,2
Transposiciones,ulisywzxv,ulsiywzxv,2
Transposiciones,ujqjuwzkoq,ujjquwzkoq,2
Transposiciones,malvfyfu,mavlfyfu,2
Transposiciones,medfcx,mefdcx,2
Transposiciones,rogjqdaz,rojgqdaz,2
Transposiciones,nukolnpk,nuoklnpk,2
Transposiciones,jwnke,jwkne,2
Transposiciones,aswdz,asdwz,2
Transposiciones,svmfnqsypd,svfmnqsypd,2
Transposiciones,scatwkhb,sctawkhb,2
Transposiciones,xktuukln,xkutukln,2
Transposiciones,wypbch,wybpch,2
Transposiciones,syqxwl,syxqwl,2
Transposiciones,gcmwjf,gcwmjf,2
Transposiciones,vaumyhs,vamuyhs,2
Transposiciones,pvwstlceul,pvswtlceul,2
Transposiciones,thnnjj,thnnjj,0
Transposiciones,jlaboqor,jlbaoqor,2
Transposiciones,gyokdnkwbr,gykodnkwbr,2
Transposiciones,ogyesqt,ogeysqt,2
Transposiciones,zsbwxkz,zswbxkz,2
Transposiciones,ggwulzjmjd,gguwlzjmjd,2
Transposiciones,bgcowgveg,bgocwgveg,2
Transposiciones,pxblty,pxlbty,2
Transposiciones,gndnxcgb,gnndxcgb,2
Transposiciones,ahzoe,ahoze,2
Transposiciones,pnqakcdozq,pnaqkcdozq,2
Transposiciones,sjsjhjfvpg,sjjshjfvpg,2
Transposiciones,pbqfvnhkow,pbfqvnhkow,2
Transposiciones,ygvgtiunu,yggvtiunu,2
Transposiciones,svmktufpz,svkmtufpz,2
Transposiciones,pmsxaul,pmxsaul,2
Transposiciones,orzsukuavw,orszukuavw,2
Transposiciones,jcitisqhum,jctiisqhum,2
Transposiciones,eemyn,eeymn,2
Transposiciones,zynuv,zyunv,2
Transposiciones,bjholf,bjohlf,2
Transposiciones,xljcrfr,xlcjrfr,2
Transposiciones,ypnmdkod,ypmndkod,2
Transposiciones,plzmmrg,plmzmrg,2
Transposiciones,finikn,fiinkn,2
Transposiciones,dsuhvvrpzo,dshuvvrpzo,2
Transposiciones,hmhorroa,hmohrroa,2
Transposiciones,qoopgbbs,qopogbbs,2
Transposiciones,ejmlar,ejlmar,2
Transposiciones,etccqnv,etccqnv,0
Transposiciones,kgdqpazknj,kgqdpazknj,2
Transposiciones,pkbuu,pkubu,2
Transposiciones,qayaa,qaaya,2
Transposiciones,jwxwfrezxy,jwwxfrezxy,2
Transposiciones,swwpozpoj,swpwozpoj,2
Transposiciones,beffwziky,beffwziky,0
Transposiciones,rqkqod,rqqkod,2
Transposiciones,zxboj,zxobj,2
Transposiciones,mvtdiu,mvdtiu,2
Transposiciones,hhzhs,hhhzs,2
Transposiciones,nvskdqf,nvksdqf,2
Transposiciones,cgktpnzw,cgtkpnzw,2
Transposiciones,khyvy,khvyy,2
Transposiciones,sxebcyd,sxbecyd,2
Transposiciones,ondncdh,onndcdh,2
Transposiciones,bnhvt,bnvht,2
Transposiciones,elyhlkk,elhylkk,2
Transposiciones,hvgssq,hvsgsq,2
Transposiciones,frcebkxlpo,frecbkxlpo,2
Transposiciones,ckhyhg,ckyhhg,2
Transposiciones,kmqgun,kmgqun,2
Transposiciones,gkbews,gkebws,2
Transposiciones,covpgalqs,copvgalqs,2
Transposiciones,swyysfz,swyysfz,0
Transposiciones,rhggl,rhggl,0
Transposiciones,ejzjsfvpw,ejjzsfvpw,2
Transposiciones,nwkdmsatv,nwdkmsatv,2
Transposiciones,zizshjbghx,ziszhjbghx,2
Transposiciones,jagmjcebvv,jamgjcebvv,2
Transposiciones,dhastmup,dhsatmup,2
Transposiciones,eqtixwze,eqitxwze,2
Transposiciones,wrdyht,wrydht,2
Transposiciones,wuksu,wusku,2
Transposiciones,bqewypda,bqweypda,2
Transposiciones,omvzscp,omzvscp,2
Transposiciones,tifqawzkn,tiqfawzkn,2
Transposiciones,azbmqxrzhk,azmbqxrzhk,2
Transposiciones,gwyoq,gwoyq,2
Transposiciones,fozoerf,foozerf,2
Transposiciones,rinwhp,riwnhp,2
Transposiciones,wamdtghsr,wadmtghsr,2
Transposiciones,xkmwot,xkwmot,2
Transposiciones,ygmbgvg,ygbmgvg,2
Transposiciones,ualsf,uaslf,2
Transposiciones,telub,teulb,2
Transposiciones,unobm,unbom,2
Transposiciones,tkjinlz,tkijnlz,2
Transposiciones,xayyrnvyfh,xayyrnvyfh,0
Transposiciones,bmbcwq,bmcbwq,2
Transposiciones,xrimtajip,xrmitajip,2
Transposiciones,whwppfzaoe,whpwpfzaoe,2
Transposiciones,tehssc,teshsc,2
Transposiciones,sugvsf,suvgsf,2
Transposiciones,wqudjp,wqdujp,2
Transposiciones,qdhxdqwmf,qdxhdqwmf,2
Transposiciones,poismebff,posimebff,2
Transposiciones,xmosmlftf,xmsomlftf,2
Transposiciones,ahjumgvmv,ahujmgvmv,2
Transposiciones,xsgnexiu,xsngexiu,2
Transposiciones,cnyyjhq,cnyyjhq,0
Transposiciones,dlqbxggvi,dlbqxggvi,2
Transposiciones,hahdu,hadhu,2
Transposiciones,yhqjbej,yhjqbej,2
Transposiciones,uahtlite,uathlite,2
Transposiciones,kdeqojwaui,kdqeojwaui,2
Transposiciones,vnkrhrfrx,vnrkhrfrx,2
Transposiciones,vnueabvi,vneuabvi,2
Transposiciones,sehzt,sezht,2
Transposiciones,rnmltx,rnlmtx,2
Transposiciones,dueirj,duierj,2
Transposiciones,youlcg,yolucg,2
Transposiciones,itzlatck,itlzatck,2
Transposiciones,rmtcaz,rmctaz,2
Transposiciones,ojxnytk,ojnxytk,2
Transposiciones,qvfuqa,qvufqa,2
Transposiciones,kmpgwf,kmgpwf,2
Transposiciones,afunjrqnor,afnujrqnor,2
Transposiciones,ojunmp,ojnump,2
Transposiciones,mopspfnd,mosppfnd,2
Transposiciones,iqyuhxawn,iquyhxawn,2
Transposiciones,ppdjdwrn,ppjddwrn,2
Transposiciones,gdjfcrnivc,gdfjcrnivc,2
Transposiciones,padktyl,pakdtyl,2
Transposiciones,waobn,wabon,2
Transposiciones,uaaqg,uaqag,2
Transposiciones,wcgrq,wcrgq,2
Transposiciones,vqbbv,vqbbv,0
Transposiciones,pojdyqs,podjyqs,2
Transposiciones,pccns,pcncs,2
Transposiciones,jjpytpcwjd,jjyptpcwjd,2
Transposiciones,gdprjyru,gdrpjyru,2
Transposiciones,bvqblrscdt,bvbqlrscdt,2
Transposiciones,jiddlinddh,jiddlinddh,0
Transposiciones,mesrkegek,merskegek,2
Transposiciones,skhftfj,skfhtfj,2
Transposiciones,ckokrqtqf,ckkorqtqf,2
Transposiciones,gjbridmhn,gjrbidmhn,2
Transposiciones,epexrgtn,epxergtn,2
Transposiciones,msvdyog,msdvyog,2
Transposiciones,xtjtuirvd,xttjuirvd,2
Transposiciones,jurkfqb,jukrfqb,2
Transposiciones,cctyovv,ccytovv,2
Transposiciones,abrzrrxsp,abzrrrxsp,2
Transposiciones,rrkyv,rrykv,2
Transposiciones,pbrlhndm,pblrhndm,2
Transposiciones,rwuxyw,rwxuyw,2
Transposiciones,xzyivk,xziyvk,2
Transposiciones,nlsojrv,nlosjrv,2
Transposiciones,dbnjm,dbjnm,2
Transposiciones,uwxcuw,uwcxuw,2
Transposiciones,hzoqzvme,hzqozvme,2
Transposiciones,uirrtztt,uirrtztt,0
Transposiciones,vtgsbgtyj,vtsgbgtyj,2
Transposiciones,pzkilbyw,pziklbyw,2
Transposiciones,wpcknolqv,wpkcnolqv,2
Transposiciones,jdvznkwqh,jdzvnkwqh,2
Transposiciones,rsvekscpdu,rsevkscpdu,2
Transposiciones,isashx,issahx,2
Transposiciones,cluiaiud,cliuaiud,2
Transposiciones,lnnfvqjeyx,lnfnvqjeyx,2
Transposiciones,qovtsqrw,qotvsqrw,2
Transposiciones,hrvfrieu,hrfvrieu,2
Transposiciones,dttdlvfyv,dtdtlvfyv,2
Transposiciones,hlvqbj,hlqvbj,2
Transposiciones,njclefx,njlcefx,2
Transposiciones,igwynd,igywnd,2
Transposiciones,cyyetevbm,cyeytevbm,2
Transposiciones,hdnrmnjf,hdrnmnjf,2
Transposiciones,ufbxll,ufxbll,2
Transposiciones,ohgjfnonib,ohjgfnonib,2
Transposiciones,rhmdtn,rhdmtn,2
Transposiciones,lputbiz,lptubiz,2
Transposiciones,vzrygg,vzyrgg,2
Transposiciones,jgsnwdodj,jgnswdodj,2
Transposiciones,wuhyajvz,wuyhajvz,2
Transposiciones,bxvekzvtx,bxevkzvtx,2
Transposiciones,ytsban,ytbsan,2
Transposiciones,xrucjmsnns,xrcujmsnns,2
Transposiciones,cesabz,ceasbz,2
Transposiciones,sljpb,slpjb,2
Transposiciones,gvrbsfflh,gvbrsfflh,2
Transposiciones,atuovccqsj,atouvccqsj,2
Transposiciones,frggrggm,frggrggm,0
Transposiciones,wpkpgigamr,wppkgigamr,2
Transposiciones,uftnvo,ufntvo,2
Transposiciones,grkzw,grzkw,2
Transposiciones,vacloen,valcoen,2
Transposiciones,tgbkot,tgkbot,2
Transposiciones,ollhidngoa,olhlidngoa,2
Transposiciones,wqiqvkzrf,wqqivkzrf,2
Transposiciones,vzjkzotnk,vzkjzotnk,2
Transposiciones,perdltmrw,pedrltmrw,2
Transposiciones,wwbcqfpg,wwcbqfpg,2
Transposiciones,dlenfo,dlnefo,2
Transposiciones,rtpnn,rtnpn,2
Transposiciones,csophylri,cspohylri,2
Transposiciones,jnqxbhodi,jnxqbhodi,2
Transposiciones,mvxwbixkfw,mvwxbixkfw,2
Transposiciones,uehvt,uevht,2
Transposiciones,eeesg,eeseg,2
Transposiciones,rmifni,rmfini,2
Transposiciones,yqwaiahtny,yqawiahtny,2
Transposiciones,jlfobd,jlofbd,2
Transposiciones,jqoozhu,jqoozhu,0
Transposiciones,fvkzyry,fvzkyry,2
Transposiciones,pxiuua,pxuiua,2
Transposiciones,xkgbdshk,xkbgdshk,2
Transposiciones,vaewxk,vawexk,2
Transposiciones,vlznunz,vlnzunz,2
Transposiciones,kyhskhtc,kyshkhtc,2
Transposiciones,mpgxeo,mpxgeo,2
Transposiciones,pzzirszmkf,pzizrszmkf,2
Transposiciones,rrukzkgdwt,rrkuzkgdwt,2
Transposiciones,pqswenke,pqwsenke,2
Transposiciones,nzttr,nzttr,0
Transposiciones,nqurcjadhs,nqrucjadhs,2
Transposiciones,zzdnf,zzndf,2
Transposiciones,fkgznbo,fkzgnbo,2
Transposiciones,dzeotavmp,dzoetavmp,2
Transposiciones,yggde,ygdge,2
Transposiciones,aizlp,ailzp,2
Transposiciones,amvsipvpm,amsvipvpm,2
Transposiciones,bntwdax,bnwtdax,2
Transposiciones,onlpd,onpld,2
Transposiciones,wighkc,wihgkc,2
Transposiciones,chttq,chttq,0
Transposiciones,lpjslxact,lpsjlxact,2
Transposiciones,twrhexgcb,twhrexgcb,2
Transposiciones,gteyyqggi,gtyeyqggi,2
Transposiciones,aetes,aeets,2
Transposiciones,zobdoeh,zodboeh,2
Transposiciones,dysaoilzg,dyasoilzg,2
Transposiciones,bbehm,bbhem,2
Transposiciones,yqeliqd,yqleiqd,2
Transposiciones,ohywsvkm,ohwysvkm,2
Transposiciones,tfnmfuayg,tfmnfuayg,2
Transposiciones,gcfrfun,gcrffun,2
Transposiciones,yckrhs,ycrkhs,2
Transposiciones,opewo,opweo,2
Transposiciones,kpifa,kpfia,2
Transposiciones,bnzthzmsix,bntzhzmsix,2
Transposiciones,bzexigujcl,bzxeigujcl,2
Transposiciones,fsxuakroo,fsuxakroo,2
Transposiciones,mgcqhes,mgqches,2
Transposiciones,wxaibmk,wxiabmk,2
Transposiciones,psjexxyda,psejxxyda,2
Transposiciones,mvigp,mvgip,2
Transposiciones,jyrxi,jyxri,2
Transposiciones,czqrsjygu,czrqsjygu,2
Transposiciones,rzfqut,rzqfut,2
Transposiciones,gikjif,gijkif,2
Transposiciones,naoojubwxa,naoojubwxa,0
Transposiciones,syyfnh,syfynh,2
Transposiciones,nupaif,nuapif,2
Transposiciones,pnszodzuxc,pnzsodzuxc,2
Transposiciones,gnzpgrnhsm,gnpzgrnhsm,2
Transposiciones,jjwqye,jjqwye,2
Transposiciones,vhyqicgt,vhqyicgt,2
Transposiciones,jaqtossqv,jatqossqv,2
Transposiciones,wyhcaaq,wychaaq,2
Transposiciones,rhodh,rhdoh,2
Transposiciones,nhiarno,nhairno,2
Transposiciones,yufrkezac,yurfkezac,2
Transposiciones,jsdlhzcsi,jsldhzcsi,2
Transposiciones,qsaajo,qsaajo,0
Transposiciones,bhwxh,bhxwh,2
Transposiciones,xzeqrpj,xzqerpj,2
Transposiciones,iqbxaxa,iqxbaxa,2
Transposiciones,tyjtfka,tytjfka,2
Transposiciones,ozundymkkr,oznudymkkr,2
Transposiciones,rkqkk,rkkqk,2
Transposiciones,iuqmxe,iumqxe,2
Transposiciones,gsyon,gsoyn,2
Transposiciones,dfgpz,dfpgz,2
Transposiciones,ltatsne,lttasne,2
Transposiciones,ljwdnbiuy,ljdwnbiuy,2
Transposiciones,qheraj,qhreaj,2
Transposiciones,nkkemm,nkekmm,2
Transposiciones,tkxbrftwcj,tkbxrftwcj,2
Transposiciones,iezozpgcx,ieozzpgcx,2
Transposiciones,laqjjglnee,lajqjglnee,2
Transposiciones,mcckgpgz,mckcgpgz,2
Transposiciones,vzyqxdpfv,vzqyxdpfv,2
